Horodateur,De quel streamer as-tu suivi la saison en majorité ?,"1 - Héros de la saison

Un joueur reconnu pour son intégrité et son honneur, bien qu'il soit prêt à quelques mensonges pour gagner. Il veut porter la saison vers le haut.","2 - Vilain de la saison

Un joueur prêt à tout pour gagner, même les manigances les plus maléfiques. Mensonges, trahisons et manipulation sont ses mots fétiches.","3 - Best Prémerge

Une personne qui a été éliminé en pre-merge (de 11ème à 18ème) qui vous a particulièrement marquée, que ça soit par son jeu ou juste par simple fait que vous l'appréciez beaucoup !","4 - Mérite de revenir

Le joueur qui devrait ABSOLUMENT avoir une seconde chance car il n'a pas eu le temps de montrer tout ce qu'il avait dans le ventre ou alors que vous l'avez juste adoré et que vous voulez revoir ses prouesses.","5 - Surprise de la saison

Le joueur qui vous a le plus surpris. Au début de la saison, vous vous dites que X n'allait pas faire grand chose/n'allait pas tenir longtemps, et au final, il a accompli bien plus que vous le pensiez !","6 - Best Stratège

Celui qui a fait le plus de stratégies, aussi bien de façon ouverte que dans le dos des gens. Il veut contrôler son destin à 100%, mais aussi celui des autres ...","7 - Best Social

Celui qui a réussi à nouer de nombreuses relations avec les personnes sur le campement. Il veut peut-être avoir beaucoup d'alliances, ou peut tout justement bien s'entendre avec tout le monde par son enthousiasme !","8 - Best Conseil

Quel a été le meilleur conseil de la saison, le plus marquant ? Celui qui a été éliminé à ce conseil emporte cet award ... c'est un bon compromis, non ?","9 - Challenge Beast

Qui est le joueur ayant le plus dominé sur les épreuves lors de la saison ?","10 - Best alliance

Quelle était la meilleure alliance (au moins 3 personnes)
Il y a différentes propositions, mais vous êtes libres d'ajouter une autre alliance, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]/[Pseudo3]/...","11 - Best Rivalité

2 personnes qui ne peuvent pas se saquer ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante :
[Pseudo1]/[Pseudo2])","12 - Best Duo

Le duo qui a marqué la saison ! Il y a différentes propositions, mais vous êtes libres d'ajouter un autre duo, merci de respecter la syntaxe suivante : 
[Pseudo1]/[Pseudo2]","13 - Best Avantage Play

Quel avantage a été le mieux joué selon vous, et a le plus retourné le jeu en la faveur de la personne ?","14 - Worst Avantage Play

A contrario, quel avantage a été le moins bien joué dans la saison ?","15 - Best move

Quel move (pas forcément avec un avantage) a été réalisé cette saison et que vous avez préféré ?","16 - Fan Favorite

Quel a été le joueur que vous avez globalement adoré, peu importe les critères.
LE joueur parmi les joueurs !","17 - Meme de la saison

Le meme de la saison. Une chose drôle à laquelle on pense DIRECTEMENT quand on parle de la S21 !",Si vous devriez mettre une note à la saison ...,(Si vous voulez mettre un petit commentaire sur la saison)
22/03/2025 22:54:49,Jimmy,7 - Guill,6 - Flannou,13 - Lapin,15 - Martin (Ponk),? - Anaee,7 - Guill,? - Julgane,7 - Guill,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Clem/DemaZelle,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Anaee,Lvcyd qui vole tout sur les épreuves,15/20,
22/03/2025 22:54:50,Laupok,? - Humility,6 - Flannou,17 - Gomart,15 - Martin (Ponk),? - Humility,7 - Guill,? - Humility,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Laupok,Laupok/Martin,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",11 - Laupok,Les verts ont tout perdu,20/20,
22/03/2025 22:54:53,Guill,? - Humility,? - Mathox,17 - Gomart,16 - Sundae,5 - Lvcyd,5 - Lvcyd,? - Julgane,7 - Guill,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Laupok/Martin,Mathox/Lvcyd,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F8),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",5 - Lvcyd,Mathox qui construit son Harem,20/20,J'ai tellement aimé ça m'a absorbé pendant 1 mois et demi quel plaisir j'espère une prochaine édition
22/03/2025 22:54:54,Julgane,? - Anaee,15 - Martin (Ponk),13 - Lapin,11 - Laupok,11 - Laupok,7 - Guill,? - Julgane,15 - Martin (Ponk),? - Mathox,Guill/Lvcyd/Mathox/Humility,Laupok/Martin,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Flannou joue son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,Anaee et ses schémas de stratégies,18/20,
22/03/2025 22:54:57,Guill,7 - Guill,? - Mathox,17 - Gomart,17 - Gomart,? - Humility,7 - Guill,? - Humility,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Julgane qui a passé sa vie à random.org au lieu de créer du content,16/20,
22/03/2025 22:54:58,Commu Survisland,7 - Guill,? - Mathox,17 - Gomart,18 - Cizayoxy,6 - Flannou,? - Mathox,? - Mathox,15 - Martin (Ponk),? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Flannou/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),Laupok fait un gros blindside sur Ponk (F15),6 - Flannou,Mathox qui construit son Harem,6/20,
22/03/2025 22:55:02,Julgane,? - Julgane,? - Mathox,13 - Lapin,11 - Laupok,? - Anaee,? - Humility,? - Julgane,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Julgane/ mathox,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,20/20,J'ai adoré theguill faut qu'il refasse ça mais avec les meilleurs genre ceux qui nous ont donné le + d'émotions
22/03/2025 22:55:03,Mathox,? - Mathox,11 - Laupok,12 - Kao,? - Mathox,? - Mathox,11 - Laupok,5 - Lvcyd,7 - Guill,? - Mathox,Guill/Lvcyd/Mathox/Humility,Flannou/Jimmy,Mathox/Kao,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Lvcyd qui vole tout sur les épreuves,15/20,"Bravo pour le taff, j'ai adoré l'émission !! <3"
22/03/2025 22:55:08,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),? - Humility,? - Mathox,? - Mathox,10 - DemaZelle,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Mathox qui construit son Harem,16/20,
22/03/2025 22:55:12,Guill,? - Julgane,? - Mathox,12 - Kao,11 - Laupok,? - Anaee,7 - Guill,? - Humility,15 - Martin (Ponk),? - Mathox,Anaee/Julgane/Guill/Jimmy,Laupok/Martin,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",7 - Guill,Kao et ses vannes sur tout (notamment les champignons),16/20,
22/03/2025 22:55:14,Mathox,? - Mathox,? - Mathox,17 - Gomart,11 - Laupok,? - Julgane,7 - Guill,? - Julgane,11 - Laupok,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),? - Mathox,Mathox qui construit son Harem,20/20,"LE BANGER QU'IL PENSE ÊTRE. Nan en vrai j'ai vrm aimé suivre l'aventure sur twitch, les vidéos aussi sont cools et résume bien. Si une saison 2 est prévue je serais les plus heureux des hommes :)"
22/03/2025 22:55:16,Guill,8 - Jimmy,? - Mathox,15 - Martin (Ponk),9 - Clem (ThatDanmGirl),? - Humility,,? - Julgane,15 - Martin (Ponk),? - Mathox,Mathox/Kao/Clem/Lucyd,Mathox/Guill,Guill/Jimmy,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Mathox,Les verts ont tout perdu,15/20,
22/03/2025 22:55:20,Julgane,? - Julgane,? - Mathox,13 - Lapin,11 - Laupok,? - Julgane,? - Anaee,? - Julgane,11 - Laupok,? - Mathox,Mathox/Kao/Clem/Lucyd,Mathox/Guill,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),,? - Julgane,L' iceberg du caca,19/20,
22/03/2025 22:55:22,Julgane,11 - Laupok,8 - Jimmy,17 - Gomart,17 - Gomart,? - Anaee,7 - Guill,? - Julgane,9 - Clem (ThatDanmGirl),,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Anaee/Julgane,Jimmy joue son idol sur lui-même (F10),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,15/20,
22/03/2025 22:55:24,Jimmy,8 - Jimmy,7 - Guill,15 - Martin (Ponk),11 - Laupok,6 - Flannou,7 - Guill,? - Mathox,11 - Laupok,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Mathox qui construit son Harem,17/20,
22/03/2025 22:55:24,Lvcyd,5 - Lvcyd,7 - Guill,12 - Kao,11 - Laupok,? - Anaee,7 - Guill,? - Anaee,6 - Flannou,? - Mathox,Mathox/Lvcyd/Flannou/Anaee/DemaZelle/Clem,Mathox/Guill,Lvcyd/Flannou,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),12 - Kao,Lvcyd qui vole tout sur les épreuves,15/20,
22/03/2025 22:55:30,Guill,? - Julgane,? - Mathox,16 - Sundae,15 - Martin (Ponk),? - Julgane,? - Mathox,? - Humility,8 - Jimmy,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Guill/Laupok,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),Laupok fait un gros blindside sur Ponk (F15),11 - Laupok,Julgane qui a passé sa vie à random.org au lieu de créer du content,20/20,
22/03/2025 22:55:41,Julgane,11 - Laupok,? - Mathox,12 - Kao,11 - Laupok,? - Anaee,6 - Flannou,? - Julgane,9 - Clem (ThatDanmGirl),? - Mathox,Anaee/Julgane/Guill/Jimmy,Mathox/Guill,Anaee/Julgane,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,20/20,jai adoré regardé cette emission pdt 2 mois je sais plus ce que je vais faire de mes vendredis et samedis mtn Sadge
22/03/2025 22:55:42,Guill,? - Humility,7 - Guill,16 - Sundae,11 - Laupok,? - Anaee,? - Mathox,7 - Guill,11 - Laupok,? - Mathox,,Flannou/Guill,Humility/Guill,Lvcyd joue son extra-vote sur Jimmy (F10),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Humility,Mathox qui construit son Harem,20/20,
22/03/2025 22:55:48,Guill,7 - Guill,? - Mathox,15 - Martin (Ponk),11 - Laupok,? - Humility,7 - Guill,? - Humility,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,Lvcyd qui vole tout sur les épreuves,18/20,
22/03/2025 22:55:54,Guill,? - Mathox,11 - Laupok,15 - Martin (Ponk),15 - Martin (Ponk),5 - Lvcyd,7 - Guill,6 - Flannou,15 - Martin (Ponk),? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Jimmy,Mathox/Lvcyd,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Humility,Laupok (c'est un même à lui tout seul),20/20,saison vrm incroyable
22/03/2025 22:56:04,Julgane,? - Julgane,? - Mathox,17 - Gomart,8 - Jimmy,? - Anaee,? - Mathox,? - Julgane,8 - Jimmy,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Guill/Jimmy,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",8 - Jimmy,Julgane qui a passé sa vie à random.org au lieu de créer du content,18/20,
22/03/2025 22:56:06,Guill,11 - Laupok,? - Mathox,13 - Lapin,15 - Martin (Ponk),8 - Jimmy,? - Mathox,5 - Lvcyd,7 - Guill,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Anaee,Lvcyd qui vole tout sur les épreuves,16/20,
22/03/2025 22:56:08,Guill,? - Julgane,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),? - Anaee,6 - Flannou,? - Julgane,11 - Laupok,? - Mathox,Anaee/Julgane/Guill/Jimmy,Flannou/Jimmy,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Flannou joue son idol (F10),"Humility, Anaee et Julgane qui tej Flannou sur les rocks (F6)",? - Julgane,Les Hwasan développent une addiction aux croissants,18/20,GOAT
22/03/2025 22:56:09,Guill,11 - Laupok,? - Mathox,15 - Martin (Ponk),15 - Martin (Ponk),11 - Laupok,? - Mathox,? - Humility,10 - DemaZelle,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),Ponk ne joue pas son idol (F15),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",11 - Laupok,Les Hwasan développent une addiction aux croissants,16/20,
22/03/2025 22:56:11,Guill,? - Anaee,11 - Laupok,16 - Sundae,15 - Martin (Ponk),? - Humility,? - Mathox,? - Humility,6 - Flannou,? - Mathox,Guill/Jimmy/Julgane/Laupok,Mathox/Guill,Humility/Guill,Mathox joue son idol sur Lvcyd (F7),DemaZelle ne joue pas son idol (F10),"Laupok crie haut et fort avoir eu l'extra-vote, déstabilisant l'autre équipe (F13)",? - Julgane,Julgane qui a passé sa vie à random.org au lieu de créer du content,18/20,
22/03/2025 22:56:11,Lvcyd,? - Mathox,11 - Laupok,12 - Kao,18 - Cizayoxy,12 - Kao,? - Mathox,? - Julgane,5 - Lvcyd,? - Mathox,Mathox/Kao/Clem/Lucyd,Flannou/Guill,Mathox/Lvcyd,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),5 - Lvcyd,Lvcyd qui vole tout sur les épreuves,18/20,C'était trop bien ! (même si le petit coeur a eu mal trop souvent) :3
22/03/2025 22:56:15,Guill,7 - Guill,11 - Laupok,16 - Sundae,7 - Guill,? - Humility,? - Mathox,? - Humility,8 - Jimmy,? - Mathox,Guill/Jimmy/Julgane/Laupok,Flannou/Guill,Humility/Guill,Jimmy joue son idol sur lui-même (F10),Ponk ne joue pas son idol (F15),L'alliance des filles recrutent Mathox et obtiennent la majorité (F11),7 - Guill,Humility lors de l'élimination de Flannou (à voir et revoir),15/20,"Les épreuves étaient incroyables, premières fois que je regarde cette émission et vraiment j'ai adoré. Le nombre de collier/avantage étaient un peu trop élevé et les épreuves après la réunification était sans trop de surprise, même si il y avait un coté réflexion, le fait de bien savoir jouer au jeu était un avantage indéniable pour Mathox. Sinon, Good Work à l'équipe du staff derrière toute la saison (et le ratio avant les votes du dernier jour sur le live de Guill était perfect timing)."
